model,power,use_shift,gamma,epsilon,accuracy,suppressed_matches,harm_rate
B30,2,False,80.0,0.0,0.7280000448226929,0.0,26.0
B30,2,False,80.0,0.025,0.784000039100647,66.3716814159292,8.799999999999999
B30,2,False,80.0,0.05,0.6720000505447388,69.95515695067265,2.0
B30,2,False,80.0,0.075,0.612000048160553,66.66666666666666,0.4
B30,2,False,80.0,0.1,0.5360000133514404,60.4,0.0
B30,2,False,80.0,0.125,0.46000000834465027,51.6,0.0
B30,2,False,80.0,0.15,0.3760000169277191,46.400000000000006,0.0
B30,2,False,80.0,0.175,0.320000022649765,40.0,0.0
B30,2,False,80.0,0.2,0.30800002813339233,36.4,0.0
B30,3,False,0.0,0.0,0.9920000433921814,0.0,0.0
B30,3,False,0.0,0.025,0.5520000457763672,0.0,0.0
B30,3,False,0.0,0.05,0.11600000411272049,0.0,0.0
B30,3,False,0.0,0.075,0.004000000189989805,0.0,0.0
B30,3,False,0.0,0.1,0.0,0.0,0.0
B30,3,False,0.0,0.125,0.0,0.0,0.0
B30,3,False,0.0,0.15,0.0,0.0,0.0
B30,3,False,0.0,0.175,0.0,0.0,0.0
B30,3,False,0.0,0.2,0.0,0.0,0.0
B30,3,False,10.0,0.0,0.9880000352859497,0.0,0.8
B30,3,False,10.0,0.025,0.7400000095367432,48.760330578512395,0.4
B30,3,False,10.0,0.05,0.30000001192092896,24.545454545454547,1.6
B30,3,False,10.0,0.075,0.08000000566244125,5.64516129032258,0.0
B30,3,False,10.0,0.1,0.036000002175569534,4.016064257028113,0.0
B30,3,False,10.0,0.125,0.00800000037997961,1.2,0.0
B30,3,False,10.0,0.15,0.0,0.0,0.0
B30,3,False,10.0,0.175,0.0,0.0,0.0
B30,3,False,10.0,0.2,0.00800000037997961,1.2,0.0
B30,3,False,15.0,0.0,0.984000027179718,0.0,1.2
B30,3,False,15.0,0.025,0.7760000228881836,56.03448275862068,1.2
B30,3,False,15.0,0.05,0.40800002217292786,36.03603603603604,1.6
B30,3,False,15.0,0.075,0.18400001525878906,20.883534136546185,0.0
B30,3,False,15.0,0.1,0.06000000238418579,6.800000000000001,0.0
B30,3,False,15.0,0.125,0.03200000151991844,4.417670682730924,0.0
B30,3,False,15.0,0.15,0.004000000189989805,1.2,0.0
